用户名,计算,用户名,阅读,用户名,记忆1,用户名,记忆2,用户名,分类,用户名,听力,用户名,舒尔特,用户名,反向眼跳
62230547,0.909090909,62230547,0.8,62230602,0.9,62230603,1,62230545,0.5,62230544,0.8,62230602,0.980769231,62230608,1
62230601,0.923076923,62230601,0.6,62230603,1,62230604,1,62230546,0.5,62230545,0.466666667,62230603,1,62230609,0.92
62230602,1,62230602,0.8,62230604,1,62230605,0.8,62230547,0.833333333,62230546,0.8,62230604,0.981481481,62230610,1
62230603,1,62230603,0.6,62230605,0.8,62230606,1,62230601,0.833333333,62230547,0.666666667,62230605,0.931034483,62230611,0.98
62230604,1,62230604,0.8,62230606,0.9,62230607,1,62230602,0.666666667,62230601,0.666666667,62230606,0.967436975,62230612,1
62230605,0.9,62230605,1,62230607,0.5,62230608,1,62230603,0.5,62230602,0.666666667,62230607,0.888996241,62230613,0.98
62230606,1,62230606,0.4,62230608,0.9,62230609,1,62230604,0.666666667,62230603,0.533333333,62230608,1,62230614,1
62230607,1,62230607,0.8,62230609,0.5,62230610,1,62230605,0.666666667,62230604,0.866666667,62230609,1,62230616,1
62230608,1,62230608,1,62230610,0.8,62230611,1,62230606,0.5,62230605,0.733333333,62230610,0.7375,62230617,0.9
62230609,1,62230609,0.8,62230611,1,62230612,1,62230607,0.666666667,62230606,0.8,62230611,0.981481481,62230618,0.86
62230610,0.769230769,62230610,0.6,62230612,0.8,62230613,1,62230608,0.5,62230607,0.666666667,62230612,0.981481481,62230619,0.98
62230611,1,62230611,0.8,62230613,0.5,62230614,1,62230609,0.5,62230608,0.8,62230613,0.990384615,62230620,0.9
62230612,1,62230612,0.8,62230614,1,62230616,1,62230610,0.833333333,62230609,0.6,62230614,1,62230621,0.9
62230613,1,62230613,1,62230616,0.9,62230617,1,62230611,0.333333333,62230610,0.733333333,62230616,1,62230622,0.94
62230614,0.75,62230614,0.8,62230617,1,62230618,1,62230612,0.666666667,62230611,0.6,62230617,0.990384615,62230623,1
62230616,1,62230616,1,62230618,0.9,62230619,1,62230613,0.333333333,62230612,0.6,62230618,0.989130435,62230624,0.84
62230617,0.923076923,62230617,0.8,62230619,0.8,62230620,1,62230614,0.5,62230613,0.666666667,62230619,1,62230625,0.92
62230618,0.75,62230618,0.8,62230620,1,62230621,1,62230616,0.666666667,62230614,0.6,62230620,1,62230626,0.88
62230619,1,62230619,1,62230621,1,62230622,0.8,62230617,0.5,62230616,0.866666667,62230621,0.877771973,62230627,0.96
62230620,0.909090909,62230620,1,62230622,1,62230623,1,62230618,0.666666667,62230617,0.533333333,62230622,1,62230628,0.8
62230621,0.833333333,62230621,0.4,62230623,0.7,62230624,1,62230619,0.666666667,62230618,0.666666667,62230623,1,62230629,0.96
62230622,0.8,62230622,0.8,62230625,1,62230625,1,62230620,0.5,62230619,0.8,62230624,0.990384615,62230630,0.88
62230623,0.916666667,62230623,0.6,62230626,0.6,62230626,1,62230621,0.5,62230620,0.866666667,62230625,1,62230631,0.92
62230624,1,62230624,0.4,62230627,1,62230627,1,62230622,0.666666667,62230621,0.666666667,62230626,0.990384615,62230632,0.96
62230625,1,62230625,1,62230628,1,62230628,1,62230623,0.833333333,62230622,0.866666667,62230627,0.990384615,62230633,0.88
62230626,0.928571429,62230626,1,62230629,1,62230629,0.6,62230624,0.666666667,62230623,0.933333333,62230628,1,62230635,1
62230627,0.9,62230627,0.8,62230630,1,62230630,1,62230625,0.5,62230624,0.733333333,62230629,1,62230636,0.94
62230628,0.923076923,62230628,0.2,62230631,0.5,62230631,1,62230626,0.5,62230625,0.866666667,62230630,1,62230637,0.92
62230629,0.928571429,62230629,1,62230632,0.8,62230632,1,62230627,1,62230626,0.8,62230631,0.990384615,62230640,0.96
62230630,0.818181818,62230630,0.8,62230633,0.8,62230633,1,62230628,0.666666667,62230627,0.8,62230632,1,62230642,0.96
62230631,0.9,62230631,0.4,62230635,1,62230635,1,62230629,0.333333333,62230628,0.733333333,62230633,1,62230643,1
62230632,0.846153846,62230632,1,62230637,1,62230636,1,62230630,0.666666667,62230629,0.6,62230635,1,62230644,0.94
62230633,0.785714286,62230633,1,62230639,1,62230637,1,62230631,0.333333333,62230630,0.8,62230636,0.981481481,62230701,0.96
62230635,1,62230635,0.8,62230641,1,62230639,1,62230632,0.5,62230631,0.6,62230637,1,62230702,1
62230636,1,62230636,0.2,62230642,1,62230640,1,62230633,0.666666667,62230632,0.6,62230639,1,62230703,0.96
62230637,0.818181818,62230637,0.8,62230643,0.8,62230641,1,62230635,0.166666667,62230633,0.733333333,62230641,0.990384615,62230704,0.96
62230639,1,62230639,0.8,62230644,1,62230642,1,62230636,0.5,62230635,0.666666667,62230642,1,62230705,0.78
62230640,1,62230640,0.6,62230701,1,62230643,1,62230637,0.5,62230636,0.6,62230643,1,62230707,0.96
62230641,0.928571429,62230641,1,62230702,0.8,62230644,0.4,62230639,0.833333333,62230637,0.6,62230644,0.962250712,62230708,0.96
62230642,1,62230642,0.8,62230703,1,62230701,1,62230640,0.666666667,62230639,0.733333333,62230701,1,62230709,0.94
62230643,0.769230769,62230643,0.6,62230704,1,62230702,0.8,62230641,0.166666667,62230640,0.533333333,62230702,1,62230710,0.96
62230644,0.727272727,62230644,0.6,62230705,0.7,62230703,1,62230642,0.5,62230641,0.4,62230703,1,62230711,1
62230701,0.909090909,62230701,0.6,62230706,1,62230704,1,62230643,0.666666667,62230642,0.666666667,62230704,1,62230712,0.92
62230702,0.916666667,62230702,1,62230707,1,62230705,1,62230644,0.666666667,62230643,0.6,62230705,0.980769231,62230713,0.96
62230703,0.857142857,62230703,0.2,62230708,1,62230706,1,62230701,0.666666667,62230644,0.666666667,62230706,1,62230714,0.94
62230704,0.846153846,62230704,0.8,62230709,1,62230707,0.4,62230702,0.5,62230701,0.933333333,62230707,1,62230715,0.92
62230705,0.846153846,62230705,0.6,62230710,0.7,62230708,1,62230703,0.666666667,62230702,0.866666667,62230708,1,62230716,0.9
62230706,0.916666667,62230706,0.6,62230711,0.9,62230709,1,62230704,0.5,62230703,0.466666667,62230709,1,62230717,1
62230707,0.818181818,62230707,0.8,62230712,0.5,62230710,1,62230705,0.5,62230704,0.666666667,62230710,1,62230718,0.96
62230708,0.769230769,62230708,0.6,62230713,0.7,62230711,1,62230706,0.333333333,62230705,0.8,62230711,0.990384615,62230719,0.9
62230709,0.785714286,62230709,1,62230714,1,62230712,1,62230707,0.833333333,62230706,0.666666667,62230712,1,62230720,0.92
62230710,1,62230710,0.8,62230715,0.5,62230713,0.4,62230708,0.666666667,62230707,0.666666667,62230713,0.990384615,62230721,0.98
62230711,0.909090909,62230711,1,62230716,0.7,62230714,1,62230709,0.5,62230708,0.8,62230714,0.990384615,62230722,1
62230712,1,62230712,0.6,62230717,0.7,62230715,1,62230710,0.166666667,62230709,0.866666667,62230715,0.923611111,62230724,0.96
62230713,0.588235294,62230713,0.6,62230718,0.9,62230716,1,62230711,0.5,62230710,0.533333333,62230716,0.990384615,62230725,1
62230714,0.923076923,62230714,0.6,62230719,0.7,62230717,1,62230712,0.666666667,62230711,0.666666667,62230717,0.981481481,62230726,1
62230715,1,62230715,0.4,62230720,0.7,62230718,1,62230713,0.666666667,62230712,0.6,62230718,0.981481481,62230727,0.92
62230716,0.833333333,62230716,0.6,62230721,1,62230719,0.6,62230714,0.5,62230713,0.666666667,62230720,0.990384615,62230728,1
62230717,0.923076923,62230717,0.8,62230722,1,62230720,1,62230715,0.666666667,62230714,0.466666667,62230721,1,62230729,0.94
62230718,0.923076923,62230718,1,62230723,0.8,62230721,0.8,62230716,0.666666667,62230715,0.933333333,62230722,1,62230730,0.96
62230719,0.8,62230719,0.4,62230724,0.8,62230722,1,62230717,0.333333333,62230716,0.666666667,62230723,1,62230732,0.5
62230720,0.916666667,62230720,0.8,62230725,0.6,62230723,0.6,62230718,0.833333333,62230717,0.666666667,62230724,0.977884615,62230733,0.96
62230721,0.578947368,62230721,0.6,62230726,1,62230724,1,62230719,0.666666667,62230718,1,62230725,0.980769231,62230734,0.96
62230722,0.769230769,62230723,0.6,62230727,0.7,62230725,1,62230720,0.666666667,62230719,0.666666667,62230726,1,62230735,0.5
62230723,0.833333333,62230724,1,62230728,1,62230726,1,62230721,0.666666667,62230720,0.8,62230727,0.875363607,62230736,0.94
62230724,0.916666667,62230725,1,62230730,1,62230727,1,62230722,0.833333333,62230721,0.666666667,62230728,1,62230737,0.9
62230725,0.8125,62230726,1,62230731,1,62230728,1,62230723,0.5,62230722,0.666666667,62230729,1,62230738,0.92
62230726,0.833333333,62230727,1,62230732,0.7,62230729,1,62230724,0.666666667,62230723,0.6,62230730,0.990384615,62230739,0.94
62230727,0.846153846,62230728,0.6,62230733,0.5,62230730,0.8,62230725,0.333333333,62230724,0.666666667,62230731,0.990384615,62230740,0.76
62230728,0.769230769,62230729,1,62230734,0.5,62230731,1,62230726,0.5,62230725,0.733333333,62230732,0.971866097,62230741,1
62230729,0.857142857,62230730,0.4,62230735,0.9,62230732,1,62230727,0.333333333,62230726,1,62230733,1,62230742,0.96
62230730,0.909090909,62230731,0.4,62230736,0.8,62230733,1,62230728,0.833333333,62230727,0.733333333,62230734,0.887210012,62230743,0.94
62230731,0.8125,62230732,1,62230737,0.9,62230734,1,62230729,1,62230728,0.8,62230735,0.981481481,62230744,0.94
62230732,0.846153846,62230733,0.8,62230738,0.9,62230735,0.4,62230730,0.5,62230729,0.733333333,62230736,1,62230745,1
62230733,1,62230734,0.8,62230739,1,62230736,0.8,62230731,0.5,62230730,0.866666667,62230737,0.945080383,62230746,0.92
62230734,0.916666667,62230735,0.4,62230740,1,62230737,0.8,62230732,0.666666667,62230731,0.8,62230738,0.981481481,62230747,0.98
62230735,0.882352941,62230736,0.8,62230741,0.4,62230738,1,62230733,0.666666667,62230732,0.733333333,62230739,1,62230748,0.82
62230736,0.833333333,62230737,0.4,62230742,0.5,62230739,1,62230734,0.666666667,62230733,0.733333333,62230740,0.950384615,62230801,0.96
62230737,0.8,62230738,1,62230743,0.9,62230740,1,62230735,0.5,62230734,0.866666667,62230741,0.981481481,62230802,0.56
62230738,1,62230739,1,62230744,0.8,62230741,1,62230736,0.833333333,62230735,0.733333333,62230742,1,62230803,0.98
62230739,0.916666667,62230740,0.8,62230745,1,62230742,1,62230737,0.833333333,62230736,0.666666667,62230743,0.990384615,62230804,1
62230740,0.666666667,62230742,1,62230746,1,62230743,1,62230738,0.833333333,62230737,0.466666667,62230744,0.971866097,62230805,0.98
62230741,0.714285714,62230743,0.4,62230747,0.7,62230744,1,62230739,0.666666667,62230738,0.866666667,62230745,1,62230806,0.82
62230742,0.769230769,62230744,1,62230748,0.8,62230745,1,62230740,0.666666667,62230739,0.6,62230746,1,62230807,0.92
62230743,1,62230745,1,62230801,0.6,62230746,1,62230741,0.333333333,62230740,0.866666667,62230747,0.990384615,62230808,0.9
62230744,0.909090909,62230746,0.6,62230802,0.6,62230747,1,62230742,0.666666667,62230741,1,62230748,1,62230809,0.98
62230745,0.9,62230747,0.8,62230803,1,62230748,1,62230743,0.833333333,62230742,0.533333333,62230801,1,62230810,0.96
62230746,0.857142857,62230748,0.6,62230804,0.8,62230801,1,62230744,0.666666667,62230743,0.666666667,62230802,1,62230812,0.88
62230747,0.818181818,62230801,0.4,62230805,1,62230802,1,62230745,0.833333333,62230744,0.666666667,62230803,0.981481481,62230813,0.98
62230748,0.9,62230802,1,62230806,0.7,62230803,1,62230746,0.666666667,62230745,0.733333333,62230804,1,62230814,0.98
62230801,1,62230803,1,62230807,0.9,62230804,1,62230747,0.666666667,62230746,0.666666667,62230805,1,62230815,0.98
62230802,1,62230804,1,62230808,0.9,62230805,1,62230748,0.666666667,62230747,0.866666667,62230806,0.990384615,62230816,0.96
62230803,1,62230805,0.5,62230809,0.9,62230806,1,62230801,0.5,62230748,0.866666667,62230807,0.990384615,62230818,0.78
62230804,1,62230806,0.8,62230810,0.9,62230807,1,62230802,0.666666667,62230801,0.8,62230808,0.990384615,62230819,0.98
62230805,1,62230807,0.8,62230813,1,62230808,1,62230803,0.5,62230802,0.733333333,62230809,1,62230821,0.88
62230806,1,62230808,0.8,62230814,1,62230809,1,62230804,1,62230803,0.8,62230810,0.973214286,62230824,0.98
62230808,1,62230809,0.4,62230815,0.8,62230810,0.8,62230805,0,62230804,1,62230812,1,62230826,0.94
62230809,0.928571429,62230810,1,62230816,0.9,62230812,1,62230806,0.166666667,62230805,0.866666667,62230813,1,62230827,0.98
62230810,0.941176471,62230812,1,62230818,0.7,62230813,1,62230807,0.833333333,62230806,0.866666667,62230814,0.971153846,62230828,0.96
62230812,0.9,62230813,1,62230819,0.9,62230814,1,62230808,1,62230807,0.866666667,62230815,1,62230829,0.94
62230813,1,62230814,0.4,62230821,0.8,62230815,1,62230809,0.666666667,62230808,0.866666667,62230816,0.959494324,62230830,0.92
62230814,0.909090909,62230815,0.6,62230823,0.8,62230818,1,62230810,0.333333333,62230809,0.733333333,62230818,0.990384615,62230831,0.86
62230815,1,62230816,1,62230824,1,62230819,1,62230812,0.666666667,62230810,0.933333333,62230819,0.973214286,62230833,0.94
62230816,1,62230818,0.6,62230826,0.8,62230821,1,62230813,0.833333333,62230812,0.8,62230821,0.981481481,62230834,0.94
62230818,0.923076923,62230819,1,62230827,0.7,62230823,1,62230814,0.333333333,62230813,0.933333333,62230823,1,62230835,0.88
62230819,1,62230821,0.6,62230828,0.9,62230824,1,62230815,0.666666667,62230814,0.8,62230824,0.981481481,62230836,0.54
62230821,0.933333333,62230823,1,62230829,1,62230826,1,62230818,0.5,62230815,0.866666667,62230826,1,62230837,0.88
62230823,1,62230824,1,62230830,0.6,62230827,1,62230819,0.333333333,62230816,0.566666667,62230827,0.990384615,62230838,1
62230824,0.928571429,62230827,1,62230831,1,62230828,1,62230821,0.833333333,62230818,0.866666667,62230828,1,62230839,0.96
62230826,1,62230828,0.4,62230833,0.5,62230829,0.8,62230823,0.833333333,62230819,0.733333333,62230829,0.953983516,62230840,0.98
62230827,0.866666667,62230829,0.4,62230834,1,62230830,1,62230824,0.5,62230821,0.733333333,62230830,0.963598901,62230841,0.88
62230828,0.857142857,62230830,0.4,62230835,0.8,62230831,1,62230826,0.5,62230823,0.733333333,62230831,0.865740741,62230842,0.9
62230829,0.666666667,62230833,1,62230836,0.6,62230833,1,62230827,0.5,62230824,0.733333333,62230833,0.973214286,62230843,0.92
62230830,0.736842105,62230834,0.8,62230837,0.4,62230834,1,62230828,0.5,62230826,0.666666667,62230834,0.990384615,62230845,0.98
62230831,0.923076923,62230835,1,62230838,0.5,62230835,1,62230829,0.333333333,62230827,0.8,62230835,1,62230846,0.94
62230833,0.928571429,62230836,0.8,62230840,1,62230836,1,62230830,1,62230828,0.866666667,62230836,1,62230847,0.9
62230834,1,62230837,1,62230841,0.8,62230837,1,62230831,0.333333333,62230829,0.8,62230837,1,62230901,0.96
62230835,1,62230838,0.8,62230842,0.9,62230838,1,62230833,0.666666667,62230830,0.333333333,62230838,0.980769231,62230902,0.74
62230836,1,62230839,1,62230843,0.5,62230839,1,62230834,0.5,62230831,0.533333333,62230839,0.878720238,62230903,0.96
62230837,1,62230840,1,62230845,1,62230840,1,62230835,0.666666667,62230833,0.733333333,62230840,1,62230904,0.96
62230838,1,62230841,0.6,62230846,1,62230841,0.6,62230836,0.666666667,62230834,0.8,62230841,0.971153846,62230905,0.88
62230839,1,62230842,0.8,62230847,1,62230842,1,62230837,0.666666667,62230835,0.933333333,62230842,1,62230906,1
62230840,1,62230843,0.8,62230901,0.9,62230843,1,62230838,0.833333333,62230836,1,62230843,1,62230907,1
62230841,0.866666667,62230845,0.8,62230903,0.5,62230845,1,62230839,0.5,62230837,0.8,62230845,1,62230908,0.96
62230842,1,62230846,0.4,62230904,1,62230846,1,62230840,0.833333333,62230838,0.733333333,62230846,1,62230909,0.98
62230843,0.769230769,62230847,0.4,62230905,0.5,62230847,1,62230841,0.5,62230839,0.666666667,62230847,0.990384615,62230910,1
62230845,1,62230901,0.6,62230906,0.7,62230901,0.8,62230842,1,62230840,0.733333333,62230901,0.880170755,62230911,1
62230846,0.923076923,62230902,0.6,62230907,0.9,62230902,0.6,62230843,0.666666667,62230841,0.666666667,62230902,1,62230912,1
62230847,0.928571429,62230903,0.6,62230908,0.9,62230903,1,62230845,1,62230842,0.666666667,62230903,1,62230913,0.94
62230901,0.8,62230904,1,62230909,1,62230904,0.6,62230846,0.666666667,62230843,0.733333333,62230904,0.971153846,62230914,0.96
62230902,0.5625,62230905,0.6,62230910,0.7,62230905,0.8,62230847,0.666666667,62230845,0.733333333,62230905,0.980769231,62230915,0.98
62230903,0.714285714,62230906,0.6,62230911,0.7,62230906,1,62230901,0.5,62230846,0.8,62230906,0.916666667,62230917,0.54
62230904,0.777777778,62230907,1,62230912,0.5,62230907,1,62230902,0.5,62230847,0.866666667,62230907,1,62230918,0.92
62230905,0.785714286,62230908,1,62230913,0.9,62230908,1,62230903,0.666666667,62230901,0.733333333,62230908,1,62230919,0.92
62230906,0.916666667,62230909,1,62230914,1,62230909,1,62230904,0.833333333,62230902,0.6,62230909,1,62230920,0.96
62230907,0.692307692,62230910,0.6,62230915,0.8,62230910,1,62230905,0.5,62230903,0.8,62230910,1,62230922,0.98
62230908,1,62230911,1,62230916,1,62230911,1,62230906,0.666666667,62230904,0.666666667,62230911,1,62230923,0.98
62230909,1,62230912,1,62230917,1,62230912,0.8,62230907,0.666666667,62230905,0.666666667,62230912,0.519016698,62230924,0.96
62230910,0.727272727,62230913,1,62230918,0.8,62230913,0.8,62230908,0.666666667,62230906,0.8,62230913,0.980769231,62230925,0.96
62230911,0.857142857,62230914,0.6,62230919,1,62230914,1,62230909,0.5,62230907,0.733333333,62230914,0.990384615,62230926,0.9
62230912,0.55,62230915,1,62230920,0.8,62230915,1,62230910,0.5,62230908,0.666666667,62230915,1,62230927,0.94
62230913,0.666666667,62230916,0.8,62230922,0.9,62230916,1,62230911,0.666666667,62230909,0.733333333,62230916,1,62230928,1
62230914,0.769230769,62230917,0.4,62230924,0.8,62230917,0.6,62230912,0.333333333,62230910,0.666666667,62230917,0.990384615,62230931,0.9
62230915,0.923076923,62230918,1,62230925,0.9,62230918,0.6,62230913,0.5,62230911,0.666666667,62230918,0.981481481,62230932,1
62230916,0.461538462,62230919,1,62230926,0.8,62230919,0.8,62230914,0.833333333,62230912,0.8,62230919,1,62230933,0.82
62230917,0.727272727,62230920,0.6,62230927,0.8,62230920,1,62230915,0.833333333,62230913,0.6,62230920,0.935464998,62230934,0.86
62230918,0.6875,62230922,0.8,62230928,0.7,62230922,1,62230916,0.833333333,62230914,0.733333333,62230922,0.990384615,62230935,1
62230919,0.529411765,62230923,0.6,62230931,0.9,62230923,1,62230917,0.166666667,62230915,0.8,62230923,1,62230936,0.94
62230920,0.933333333,62230924,0.4,62230932,0.9,62230924,1,62230918,0.333333333,62230916,0.533333333,62230924,0.981481481,62230937,0.94
62230922,0.8125,62230925,1,62230933,0.5,62230925,1,62230919,0.5,62230917,0.866666667,62230925,1,62230939,1
62230923,0.714285714,62230926,0.4,62230934,0.6,62230926,1,62230920,0.5,62230918,0.933333333,62230926,0.954695767,62230940,0.98
62230924,0.916666667,62230927,1,62230935,1,62230927,0.4,62230922,0.5,62230919,0.666666667,62230927,1,62230941,0.98
62230925,1,62230928,1,62230936,1,62230928,0.8,62230923,0.5,62230920,0.866666667,62230928,1,62230942,0.96
62230926,0.769230769,62230931,0.6,62230937,0.9,62230931,1,62230924,0.666666667,62230922,0.666666667,62230931,0.981481481,62230943,0.98
62230927,0.666666667,62230932,1,62230938,0.5,62230932,1,62230925,0.833333333,62230923,0.666666667,62230932,1,62230944,0.96
62230928,0.8,62230933,0.6,62230939,0.6,62230933,1,62230926,0.166666667,62230924,0.8,62230933,0.990384615,62231001,0.96
62230931,0.916666667,62230934,0.6,62230940,1,62230934,0.4,62230927,0.666666667,62230925,0.6,62230934,0.990384615,62231002,0.9
62230932,0.75,62230935,0.6,62230941,0.6,62230935,0.6,62230928,0.333333333,62230926,0.8,62230935,1,62231003,0.94
